pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_logg,st_loggerr1,st_loggerr2,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.894252,0.00043,-0.000426,2.70624391,0.30846547,-0.18364802,0.0,0.24143491,0.02751945,-0.01638398,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5609.0,50.0,-50.0,0.999244,0.077057,-0.04115,1.043879,4.46,0.1,-0.1,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.911,5.351,-5.201,12.669,0.103,-0.103,11.026,0.021,-0.021,12.5618,0.000189,-0.000189,24/10/2018,2018-03,15/02/2018
K2-181 b,K2-181,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,6.8941,0.00043,-0.00043,2.69,0.21,-0.09,0.0,0.23998614,0.01873498,-0.00802928,0.0,0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,5528.0,100.0,-100.0,1.06,0.042,-0.042,0.96,4.35,0.085,-0.085,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.911,5.351,-5.201,12.669,0.103,-0.103,11.026,0.021,-0.021,12.5618,0.000189,-0.000189,17/09/2025,2025-06,17/09/2025
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,6.893813,1.1e-05,-1.1e-05,2.83587212,0.21297063,-0.15692573,0.0,0.253,0.019,-0.014,0.0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,5520.0,100.0,-110.0,1.04,0.043,-0.039,1.022,4.413,0.047,-0.05,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.911,5.351,-5.201,12.669,0.103,-0.103,11.026,0.021,-0.021,12.5618,0.000189,-0.000189,20/11/2024,2023-04,20/11/2024
K2-181 b,K2-181,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,6.894256,0.000704,-0.000722,2.84,0.2,-0.2,0.0,0.25336783,0.0178428,-0.0178428,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5608.0,91.0,-91.0,1.07,0.02,-0.02,0.99,4.38,0.03,-0.03,08h30m12.99s,127.5541103,+10d54m36.52s,10.9101444,360.911,5.351,-5.201,12.669,0.103,-0.103,11.026,0.021,-0.021,12.5618,0.000189,-0.000189,24/10/2018,2018-12,26/10/2018
K2-182 b,K2-182,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,4.7369696,1.7e-06,-1.7e-06,2.71257333,0.11096891,-0.09079274,0.0,0.242,0.0099,-0.0081,0.0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,5128.0,79.0,-80.0,0.789,0.025,-0.023,0.823,4.56,0.029,-0.032,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.833,0.069,-0.069,9.913,0.023,-0.023,11.7202,0.000589,-0.000589,20/11/2024,2023-04,20/11/2024
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.736837,7.9e-05,-8.1e-05,2.76,0.07,-0.07,0.0,0.24623071,0.00624498,-0.00624498,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5165.0,50.0,-50.0,0.8,0.01,-0.01,0.88,4.58,0.01,-0.01,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.833,0.069,-0.069,9.913,0.023,-0.023,11.7202,0.000589,-0.000589,24/10/2018,2018-12,26/10/2018
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.736884,7.1e-05,-7.5e-05,2.76720668,0.17092641,-0.10015382,0.0,0.24687364,0.01524903,-0.00893513,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5159.0,50.0,-50.0,0.790138,0.031997,-0.020589,0.846996,4.59,0.1,-0.1,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.833,0.069,-0.069,9.913,0.023,-0.023,11.7202,0.000589,-0.000589,24/10/2018,2018-03,15/02/2018
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,4.7369683,2.3e-06,-2.3e-06,2.69,0.07,-0.05,0.0,0.23998614,0.00624499,-0.00446071,0.0,0,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,5170.0,100.0,-100.0,0.793,0.013,-0.011,0.865,4.61,0.1,-0.1,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.833,0.069,-0.069,9.913,0.023,-0.023,11.7202,0.000589,-0.000589,28/03/2022,2021-12,28/03/2022
K2-182 b,K2-182,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.7369729,2e-06,-2e-06,2.7,0.09,-0.05,0.0,0.24087828,0.00802928,-0.00446071,0.0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5181.0,48.0,-42.0,0.8,0.01,-0.01,0.84,4.56,0.02,-0.03,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.833,0.069,-0.069,9.913,0.023,-0.023,11.7202,0.000589,-0.000589,20/09/2021,2022-01,20/09/2021
K2-183 b,K2-183,0,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.469269,2.6e-05,-2.4e-05,2.59929571,25.51287734,-1.3907025,0.0,0.23189363,2.27610646,-0.12407017,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5482.0,50.0,-50.0,0.873283,0.037412,-0.023483,0.942219,4.6,0.1,-0.1,08h20m01.72s,125.007177,+14d01m10.05s,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,14/02/2018,2018-03,15/02/2018
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,10.792635,0.001175,-0.001054,2.87,0.21,-0.21,0.0,0.25604425,0.01873495,-0.01873495,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5519.0,88.0,-88.0,0.97,0.02,-0.02,0.93,4.43,0.03,-0.03,08h20m01.72s,125.007177,+14d01m10.05s,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,24/10/2018,2018-12,26/10/2018
K2-183 c,K2-183,0,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,10.793471,0.000803,-0.00073,2.51134498,0.26497954,-0.13651147,0.0,0.22404719,0.02363989,-0.01217874,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5482.0,50.0,-50.0,0.873283,0.037412,-0.023483,0.942219,4.6,0.1,-0.1,08h20m01.72s,125.007177,+14d01m10.05s,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,24/10/2018,2018-03,15/02/2018
K2-183 d,K2-183,0,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,22.631964,0.004371,-0.003094,2.86,0.27,-0.27,0.0,0.25515211,0.02408779,-0.02408779,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5519.0,88.0,-88.0,0.97,0.02,-0.02,0.93,4.43,0.03,-0.03,08h20m01.72s,125.007177,+14d01m10.05s,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,24/10/2018,2018-12,26/10/2018
K2-183 d,K2-183,0,CONFIRMED,Mayo et al. 2018,1,3,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,22.629496,0.001755,-0.001949,2.54112738,0.28036992,-0.14829042,0.0,0.2267042,0.02501293,-0.01322959,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5482.0,50.0,-50.0,0.873283,0.037412,-0.023483,0.942219,4.6,0.1,-0.1,08h20m01.72s,125.007177,+14d01m10.05s,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,24/10/2018,2018-03,15/02/2018
K2-184 b,K2-184,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,16.9780102,2.37e-05,-2.42e-05,1.47,0.11,-0.05,0.0,0.13114484,0.00981356,-0.00446071,0.0,1,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5245.0,34.0,-35.0,0.75,0.01,-0.01,0.84,4.62,0.0,0.0,08h36m33.73s,129.1405227,+14d27m42.78s,14.4618826,75.5857,0.3346,-0.3318,10.345,0.009,-0.009,8.38,0.02,-0.02,10.13,0.000315,-0.000315,20/09/2021,2022-01,20/09/2021
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,16.995731,0.001288,-0.00129,1.55,0.09,-0.09,0.0,0.13828174,0.00802926,-0.00802926,0.0,1,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5220.0,66.0,-66.0,0.78,0.01,-0.01,0.86,4.59,0.01,-0.01,08h36m33.73s,129.1405227,+14d27m42.78s,14.4618826,75.5857,0.3346,-0.3318,10.345,0.009,-0.009,8.38,0.02,-0.02,10.13,0.000315,-0.000315,24/10/2018,2018-12,26/10/2018
K2-184 b,K2-184,0,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,16.993435,0.00079,-0.000778,1.53786409,0.15066832,-0.08914766,0.0,0.13719904,0.01344173,-0.00795322,0.0,1,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5252.0,50.0,-50.0,0.764371,0.033121,-0.02466,0.818986,4.63,0.1,-0.1,08h36m33.73s,129.1405227,+14d27m42.78s,14.4618826,75.5857,0.3346,-0.3318,10.345,0.009,-0.009,8.38,0.02,-0.02,10.13,0.000315,-0.000315,24/10/2018,2018-03,15/02/2018
K2-185 b,K2-185,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,10.616646,0.001632,-0.001801,1.31284773,0.22044422,-0.11596659,0.0,0.11712443,0.01966672,-0.01034585,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5722.0,50.0,-50.0,0.914349,0.043838,-0.033324,0.976219,4.58,0.1,-0.1,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,268.357,3.298,-3.22,12.235,0.08,-0.08,10.68,0.019,-0.019,12.0636,0.000189,-0.000189,14/02/2018,2018-03,15/02/2018
K2-185 b,K2-185,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,10.616384,6.9e-05,-7.4e-05,1.15,0.07,-0.07,0.0,0.1025963,0.00624499,-0.00624499,0.0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,5788.0,190.0,-157.0,0.94,0.03,-0.03,0.96,4.48,0.03,-0.04,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,268.357,3.298,-3.22,12.235,0.08,-0.08,10.68,0.019,-0.019,12.0636,0.000189,-0.000189,30/08/2021,2021-08,30/08/2021
K2-185 c,K2-185,1,CONFIRMED,de Leon et al. 2021,1,2,Transit,2018,K2,Published Confirmed,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,52.713494,0.000155,-0.000164,2.39,0.09,-0.09,0.0,0.21322189,0.00802928,-0.00802928,0.0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,5788.0,190.0,-157.0,0.94,0.03,-0.03,0.96,4.48,0.03,-0.04,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,268.357,3.298,-3.22,12.235,0.08,-0.08,10.68,0.019,-0.019,12.0636,0.000189,-0.000189,23/08/2021,2021-08,23/08/2021
K2-186 b,K2-186,1,CONFIRMED,Mayo et al. 2018,1,1,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,41.474219,0.003288,-0.004316,3.17207779,0.26358217,-0.1628819,0.0,0.28299383,0.02351523,-0.01453135,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5784.0,50.0,-50.0,0.98083,0.075464,-0.041402,1.018617,4.45,0.1,-0.1,09h01m20.41s,135.3350487,+18d49m31.04s,18.8252879,330.739,5.444,-5.274,12.413,0.114,-0.114,10.774,0.021,-0.021,12.1713,0.000177,-0.000177,14/02/2018,2018-03,15/02/2018
K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,0.773981,5.2e-05,-5e-05,1.3833597,0.16066817,-0.08907927,0.0,0.12341509,0.01433385,-0.00794712,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5477.0,50.0,-50.0,0.894913,0.041087,-0.025505,0.966999,4.62,0.1,-0.1,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-03,15/02/2018
K2-187 b,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,0.77392,9.5e-05,-9.2e-05,1.3,0.13,-0.13,0.0,0.11597823,0.01159782,-0.01159782,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5484.0,81.0,-81.0,0.92,0.02,-0.02,0.98,4.5,0.03,-0.03,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-12,26/10/2018
K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,2.871788,0.000256,-0.000257,1.70058746,0.25151007,-0.11485527,0.0,0.15171625,0.02243823,-0.0102467,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5477.0,50.0,-50.0,0.894913,0.041087,-0.025505,0.966999,4.62,0.1,-0.1,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-03,15/02/2018
K2-187 c,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,2.872042,0.000424,-0.00042,1.8,0.14,-0.14,0.0,0.16058524,0.01248996,-0.01248996,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5484.0,81.0,-81.0,0.92,0.02,-0.02,0.98,4.5,0.03,-0.03,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-12,26/10/2018
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.14921,0.000776,-0.000788,3.17,0.18,-0.18,0.0,0.28280846,0.01605852,-0.01605852,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5484.0,81.0,-81.0,0.92,0.02,-0.02,0.98,4.5,0.03,-0.03,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-12,26/10/2018
K2-187 d,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.149079,0.00036,-0.000372,3.22104537,0.5070974,-0.24563351,0.0,0.28736242,0.0452402,-0.02191395,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5477.0,50.0,-50.0,0.894913,0.041087,-0.025505,0.966999,4.62,0.1,-0.1,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-03,15/02/2018
K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.608341,0.001661,-0.00158,2.25541631,0.2176099,-0.13247768,0.0,0.20121477,0.01941386,-0.01181887,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5477.0,50.0,-50.0,0.894913,0.041087,-0.025505,0.966999,4.62,0.1,-0.1,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-03,15/02/2018
K2-187 e,K2-187,0,CONFIRMED,Mayo et al. 2018,1,4,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,13.609878,0.003478,-0.002786,2.38,0.18,-0.18,0.0,0.21232938,0.01605852,-0.01605852,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5484.0,81.0,-81.0,0.92,0.02,-0.02,0.98,4.5,0.03,-0.03,08h50m05.65s,132.5235618,+23d11m32.90s,23.1924709,330.916,5.727,-5.539,13.102,0.069,-0.069,11.196,0.021,-0.021,12.8673,0.000247,-0.000247,24/10/2018,2018-12,26/10/2018
K2-188 b,K2-188,1,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,1.742169,0.000457,-0.000365,1.35,0.11,-0.11,0.0,0.12043893,0.00981354,-0.00981354,0.0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5977.0,87.0,-87.0,1.19,0.03,-0.03,1.06,4.31,0.03,-0.03,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.821,8.707,-8.385,12.657,0.092,-0.092,11.149,0.022,-0.022,12.4903,0.000144,-0.000144,30/03/2020,2018-12,26/10/2018
K2-188 b,K2-188,0,CONFIRMED,Mayo et al. 2018,1,2,Transit,2018,K2,Published Confirmed,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,1.742983,0.000256,-0.00026,1.25908622,0.16411803,-0.11293341,0.0,0.11232815,0.01464163,-0.01007524,0.0,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5982.0,50.0,-50.0,1.109202,0.107813,-0.063121,1.106611,4.36,0.1,-0.1,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.821,8.707,-8.385,12.657,0.092,-0.092,11.149,0.022,-0.022,12.4903,0.000144,-0.000144,30/03/2020,2018-03,15/02/2018
