ra,dec,pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,mission,disposition_norm
290.23764,41.331379,20.67876365,2.42,74.36,749.0,5865.0,4.266,1.272,13.598,Kepler,CONFIRMED
288.79303,48.04023,50.79034648,10.6,33.12,612.0,6163.0,4.185,1.406,14.274,Kepler,CONFIRMED
290.23764,41.331379,9.59993246,2.08,206.91,967.0,5865.0,4.266,1.272,13.598,Kepler,CONFIRMED
290.23764,41.331379,2.0248205,1.01,1652.5,1625.0,5865.0,4.266,1.272,13.598,Kepler,CONFIRMED
283.11377,48.13139,201.118319,2.28,1.92,300.0,5646.0,4.447,0.954,13.328,Kepler,CONFIRMED
293.88177,49.683151,24.7577652,2.44,40.74,644.0,6106.0,4.487,0.966,14.49,Kepler,CONFIRMED
289.19958,49.305721,12.7983174,2.88,160.33,908.0,5592.0,4.115,1.451,14.513,Kepler,CONFIRMED
288.66891,39.824009,10.13200555,1.67,25.66,574.0,4777.0,4.689,0.561,15.629,Kepler,CONFIRMED
281.66299,47.568581,38.505224,2.45,18.98,532.0,5974.0,4.504,0.881,14.777,Kepler,CONFIRMED
292.42108,37.682819,4.6126736,1.6,663.8,1294.0,6140.0,4.265,1.277,12.992,Kepler,CONFIRMED
294.15271,38.23304,8.67890312,2.56,158.43,905.0,5509.0,4.308,1.116,14.523,Kepler,CONFIRMED
289.06433,47.11742,39.3135699,2.07,20.04,540.0,6060.0,4.509,0.925,14.476,Kepler,CONFIRMED
284.47653,46.252579,5.94565516,1.12,24.71,568.0,3974.0,4.7,0.564,15.026,Kepler,CONFIRMED
287.50116,47.469269,1.52373073,1.26,105.95,818.0,3746.0,4.736,0.51,15.313,Kepler,CONFIRMED
287.13058,42.350151,4.225384543,9.0,360.46,1111.0,5574.0,4.403,1.054,14.014,Kepler,CONFIRMED
285.10406,45.008171,60.0853848,2.4,13.07,485.0,6028.0,4.459,1.047,13.43,Kepler,CONFIRMED
296.95886,46.394131,43.0343364,2.5,13.01,484.0,5550.0,4.476,0.911,13.534,Kepler,CONFIRMED
297.07861,49.502079,46.2991052,4.33,29.04,592.0,5396.0,4.035,1.507,14.082,Kepler,CANDIDATE
292.0134,49.019119,88.6440015,2.51,5.51,391.0,5661.0,4.471,0.934,13.748,Kepler,CONFIRMED
291.53439,47.0425,35.01190875,2.97,31.35,603.0,5872.0,4.332,1.153,13.624,Kepler,CONFIRMED
285.12204,44.1106,16.57099265,2.03,33.53,614.0,5483.0,4.589,0.779,14.64,Kepler,CONFIRMED
292.75732,43.42691,16.00496657,3.71,276.53,1040.0,6384.0,4.029,1.904,12.818,Kepler,CONFIRMED
294.61365,45.984619,1.954525966,2.38,1331.18,1540.0,5741.0,4.331,1.136,15.356,Kepler,CONFIRMED
283.46936,40.13261,7.23400381,1.78,112.48,831.0,5411.0,4.523,0.85,14.139,Kepler,CONFIRMED
293.14447,46.666241,6.77408984,2.5,295.82,1058.0,6246.0,4.433,1.092,15.368,Kepler,CONFIRMED
299.21317,41.424831,20.17202467,6.24,24.0,564.0,5064.0,4.474,0.864,14.711,Kepler,CONFIRMED
284.18329,45.0741,26.41044199,2.45,16.27,512.0,5448.0,4.613,0.734,15.593,Kepler,CONFIRMED
297.02109,41.377171,8.27745764,2.46,331.35,1088.0,5129.0,3.884,1.781,13.115,Kepler,CONFIRMED
296.75574,46.998291,14.37504582,2.05,90.16,786.0,5931.0,4.403,1.053,13.286,Kepler,CONFIRMED
292.13525,37.889622,6.31219171,2.17,342.04,1096.0,6322.0,4.426,1.075,14.959,Kepler,CANDIDATE
292.59164,38.399658,147.97391,3.33,2.78,329.0,5578.0,4.44,0.95,14.904,Kepler,CONFIRMED
299.5495,45.769749,13.24503482,1.77,146.31,887.0,5636.0,4.147,1.39,12.584,Kepler,CONFIRMED
296.46448,49.182907,77.2550726,3.7,21.37,548.0,6564.0,4.255,1.356,13.754,Kepler,CONFIRMED
289.44452,41.31776,3.85690686,0.93,210.44,972.0,5272.0,4.574,0.813,13.746,Kepler,CONFIRMED
290.14432,44.04995,116.3311739,3.26,2.59,323.0,5354.0,4.533,0.835,14.767,Kepler,CONFIRMED
290.14432,44.04995,86.049055,2.06,6.68,410.0,5733.0,4.432,0.997,14.767,Kepler,CANDIDATE
291.55695,39.227291,6.31943553,2.71,223.15,986.0,5670.0,4.397,1.022,14.028,Kepler,CONFIRMED
291.55695,39.227291,12.20951755,2.61,92.68,791.0,5670.0,4.397,1.022,14.028,Kepler,CONFIRMED
291.55695,39.227291,3.07644709,1.61,583.25,1253.0,5670.0,4.397,1.022,14.028,Kepler,CONFIRMED
294.2869,40.21381,2.11913005,1.35,4512.1,2090.0,5799.0,3.813,2.377,7.837,Kepler,FALSE
293.6792,46.85276,68.958447,1.11,6.17,402.0,5455.0,4.497,0.888,9.439,Kepler,CONFIRMED
288.79303,48.04023,18.79591276,7.39,124.64,852.0,6163.0,4.185,1.406,14.274,Kepler,CONFIRMED
283.80954,41.041241,63.0380366,2.59,11.1,465.0,5798.0,4.411,1.019,13.605,Kepler,CONFIRMED
290.06049,47.16396,9.69315023,1.89,253.08,1017.0,5683.0,4.108,1.472,12.727,Kepler,CONFIRMED
298.83334,46.65453,8.48031229,2.58,193.86,952.0,5910.0,4.364,1.078,14.613,Kepler,FALSE
288.64627,50.788979,56.1886436,2.56,15.13,503.0,5700.0,4.327,1.176,13.351,Kepler,CONFIRMED
281.89835,42.165791,6.92101452,1.48,34.85,619.0,4461.0,4.661,0.585,14.832,Kepler,CONFIRMED
287.34674,47.772961,3.27344784,0.81,36.05,625.0,3758.0,4.769,0.496,14.22,Kepler,CONFIRMED
282.92499,48.626389,15.3789014,2.94,275.53,1039.0,5817.0,3.877,2.153,13.127,Kepler,CONFIRMED
289.34143,46.988239,134.4785189,10.52,6.81,412.0,5791.0,4.185,1.336,13.929,Kepler,CONFIRMED
297.64606,47.167488,5.007414194,8.8,363.75,1114.0,5957.0,4.417,1.042,13.592,Kepler,CANDIDATE
294.207,38.22345,24.68662378,48.04,412.55,1149.0,4648.0,2.996,5.132,14.633,Kepler,FALSE
287.95657,41.130329,98.7179332,6.99,3.97,360.0,5808.0,4.583,0.786,15.7,Kepler,CONFIRMED
287.73755,38.114559,71.52543938,5.76,3.15,340.0,4855.0,4.542,0.778,14.521,Kepler,CONFIRMED
292.16617,38.739052,17.50441726,3.56,108.78,824.0,5815.0,4.16,1.329,13.926,Kepler,CANDIDATE
286.11032,43.680962,1.72086129,13.25,1743.61,1647.0,5742.0,4.297,1.215,14.309,Kepler,CONFIRMED
293.09399,42.896431,56.4349933,2.37,11.04,465.0,5534.0,4.381,1.001,13.668,Kepler,CONFIRMED
285.66711,48.719559,33.7888028,2.71,33.01,611.0,6202.0,4.436,1.062,13.631,Kepler,CONFIRMED
289.43811,39.270359,3.215109385,1.54,421.21,1155.0,5541.0,4.472,0.934,13.405,Kepler,CONFIRMED
290.06049,47.16396,3.29276797,1.39,1068.95,1458.0,5683.0,4.108,1.472,12.727,Kepler,CONFIRMED
282.97897,40.784351,13.72710334,2.38,241.58,1005.0,5951.0,4.017,1.693,12.119,Kepler,CONFIRMED
282.97897,40.784351,24.3110031,2.3,112.64,831.0,5951.0,4.017,1.693,12.119,Kepler,CONFIRMED
282.97897,40.784351,44.4304059,2.61,50.42,680.0,5951.0,4.017,1.693,12.119,Kepler,CONFIRMED
282.97897,40.784351,9.34145925,1.56,403.44,1143.0,5951.0,4.017,1.693,12.119,Kepler,CONFIRMED
293.35172,48.444641,4.97760447,1.75,258.91,1023.0,5353.0,4.358,1.023,14.531,Kepler,CONFIRMED
282.92499,48.626389,21.1285655,2.88,180.55,935.0,5817.0,3.877,2.153,13.127,Kepler,CONFIRMED
292.22629,43.995312,24.4851178,7.14,456.64,1179.0,6655.0,3.638,2.995,10.8,Kepler,FALSE
299.21317,41.424831,7.51854537,1.42,89.41,784.0,5064.0,4.474,0.864,14.711,Kepler,CONFIRMED
292.77399,37.797691,86.7490807,2.23,5.94,398.0,5579.0,4.419,0.97,13.82,Kepler,CANDIDATE
295.15811,40.898849,25.96190067,3.25,123.11,850.0,6369.0,4.088,1.729,13.2,Kepler,CONFIRMED
285.37195,41.993912,130.3543929,7.7,4.36,369.0,5970.0,4.463,1.015,15.254,Kepler,CONFIRMED
294.51324,45.98164,1.855557556,10.05,1004.89,1436.0,5657.0,4.441,0.947,14.465,Kepler,CONFIRMED
298.31674,40.996101,3.261759866,8.01,599.54,1262.0,6131.0,4.497,0.945,15.28,Kepler,CANDIDATE
299.35651,41.414291,3.364425589,56.83,352.97,1106.0,5813.0,4.589,0.775,15.337,Kepler,FALSE
295.85938,47.93951,16.78175788,2.25,20.82,545.0,4925.0,4.588,0.742,12.971,Kepler,CONFIRMED
289.41107,46.130852,105.3035093,3.18,3.58,351.0,5534.0,4.515,0.875,14.986,Kepler,CONFIRMED
292.64236,44.087669,2.549562652,1.11,50.9,682.0,3716.0,4.74,0.506,15.018,Kepler,CONFIRMED
292.64236,44.087669,13.96950181,2.04,5.29,387.0,3716.0,4.74,0.506,15.018,Kepler,CONFIRMED
292.64236,44.087669,5.21230171,1.04,19.7,537.0,3716.0,4.74,0.506,15.018,Kepler,CONFIRMED
290.7084,42.237251,17.76076524,1.93,4.34,368.0,3826.0,4.744,0.516,15.22,Kepler,CONFIRMED
293.35172,48.444641,10.55840479,1.41,94.94,796.0,5353.0,4.358,1.023,14.531,Kepler,CONFIRMED
292.78235,47.800629,20.92735802,17.36,69.08,735.0,6126.0,4.358,1.109,14.877,Kepler,CANDIDATE
293.35172,48.444641,6.98800953,1.39,164.86,914.0,5353.0,4.358,1.023,14.531,Kepler,CONFIRMED
295.93347,40.300571,22.8245144,3.36,189.46,946.0,6642.0,4.057,1.846,12.345,Kepler,CONFIRMED
283.59668,45.407879,49.1011093,3.28,14.57,498.0,5393.0,4.299,1.11,15.041,Kepler,CONFIRMED
297.25504,40.54837,7.05675145,1.68,483.95,1196.0,6388.0,4.244,1.402,12.556,Kepler,CONFIRMED
295.34271,46.602261,34.8536903,2.4,17.62,522.0,5818.0,4.554,0.848,14.876,Kepler,CONFIRMED
291.41864,39.127419,2.41434868,0.97,195.08,953.0,4507.0,4.573,0.724,13.156,Kepler,CONFIRMED
296.05042,42.113239,2.466070972,24.3,595.8,1260.0,5708.0,4.529,0.884,15.601,Kepler,FALSE
290.60114,44.556381,4.30656389,1.95,453.2,1177.0,6108.0,4.466,1.03,14.136,Kepler,CONFIRMED
293.1962,42.370628,12.96471775,39.93,114.24,834.0,6210.0,4.45,1.033,14.384,Kepler,FALSE
296.30573,41.31712,1.731079436,56.05,1332.5,1541.0,6045.0,4.494,0.955,15.505,Kepler,FALSE
285.26859,48.560009,7.794302043,16.51,142.82,882.0,5494.0,4.405,0.982,12.394,Kepler,CONFIRMED
288.47144,40.269791,14.5324483,3.11,46.06,664.0,5345.0,4.473,0.86,14.625,Kepler,CONFIRMED
292.53082,49.06171,5.248667607,2.84,293.42,1056.0,5807.0,4.437,1.012,13.345,Kepler,CONFIRMED
281.58292,47.233631,7.96431492,2.44,99.42,805.0,5185.0,4.44,0.91,14.425,Kepler,CONFIRMED
285.25366,46.582191,92.7297248,2.81,1.38,276.0,4580.0,4.641,0.675,14.897,Kepler,CONFIRMED
298.39526,47.81501,1.485710994,14.48,1404.81,1562.0,5624.0,4.432,1.018,14.141,Kepler,CONFIRMED
288.31332,46.771431,30.5231459,11.26,15.46,506.0,5518.0,4.585,0.79,15.841,Kepler,CANDIDATE
295.8093,40.008511,71.3116598,4.94,12.01,475.0,6194.0,4.445,1.069,15.674,Kepler,CONFIRMED
284.96967,39.360291,28.78270955,2.11,9.09,443.0,4774.0,4.58,0.745,14.649,Kepler,CANDIDATE
299.6517,40.545681,15.44428875,37.58,67.39,731.0,5895.0,4.489,0.991,15.838,Kepler,FALSE
283.71753,47.204449,1.411230023,1.71,436.04,1164.0,4575.0,4.564,0.737,13.59,Kepler,CONFIRMED
292.67255,46.377419,96.9151707,2.37,2.64,325.0,5162.0,4.559,0.791,14.031,Kepler,CONFIRMED
295.2049,42.559681,13.47472742,1.96,38.21,634.0,5395.0,4.615,0.734,15.164,Kepler,CONFIRMED
290.48676,44.932621,2.29503515,1.18,681.51,1304.0,5637.0,4.482,0.909,13.09,Kepler,CONFIRMED
299.526,46.899261,27.495634,2.11,28.66,590.0,5657.0,4.401,0.911,14.55,Kepler,CONFIRMED
297.45215,41.558128,14.08826442,2.66,64.97,724.0,5853.0,4.529,0.895,15.624,Kepler,CONFIRMED
294.86551,46.285851,3.905081685,12.78,282.59,1046.0,5543.0,4.54,0.887,15.127,Kepler,CONFIRMED
294.59579,45.875031,110.9643706,2.11,0.77,239.0,4441.0,4.695,0.546,15.498,Kepler,CONFIRMED
286.63553,39.488621,4.539297295,2.34,112.09,830.0,4914.0,4.61,0.724,13.26,Kepler,CANDIDATE
288.81195,39.77066,6.94135824,2.96,139.05,876.0,5527.0,4.491,0.88,13.828,Kepler,CONFIRMED
290.83313,38.184349,17.27629668,7.31,19.88,538.0,4941.0,4.599,0.738,14.018,Kepler,CONFIRMED
288.81195,39.77066,31.7821117,2.08,18.32,528.0,5527.0,4.491,0.88,13.828,Kepler,CONFIRMED
288.81195,39.77066,4.36273233,1.76,258.7,1023.0,5527.0,4.491,0.88,13.828,Kepler,CONFIRMED
299.26804,45.227428,18.6848377,1.93,6.16,402.0,4156.0,4.712,0.545,15.434,Kepler,CONFIRMED
299.26804,45.227428,7.41634701,1.24,21.1,547.0,4156.0,4.712,0.545,15.434,Kepler,CONFIRMED
297.9382,46.881401,9.91724268,2.85,157.41,903.0,5539.0,4.244,1.207,14.498,Kepler,CONFIRMED
297.09067,49.626572,82.5341188,2.45,1.08,260.0,4316.0,4.678,0.58,15.187,Kepler,CONFIRMED
284.4303,47.641781,20.16037858,1.75,16.03,510.0,4975.0,4.614,0.724,13.389,Kepler,CONFIRMED
289.35202,46.973728,10.99470891,1.71,16.24,512.0,4302.0,4.661,0.586,15.389,Kepler,CONFIRMED
287.97031,47.972099,124.0358994,11.13,6.88,413.0,5822.0,4.244,1.28,14.989,Kepler,CANDIDATE
298.21765,40.341019,1.194812329,1.36,2521.46,1806.0,6198.0,4.475,0.97,14.029,Kepler,FALSE
286.00674,38.009541,10.84969477,2.67,49.3,676.0,5251.0,4.592,0.778,15.409,Kepler,CONFIRMED
290.32867,37.72311,12.18420006,2.59,106.52,819.0,5771.0,4.374,1.068,13.982,Kepler,CONFIRMED
289.22021,41.706478,3.76417012,1.7,160.99,908.0,5063.0,4.617,0.728,15.484,Kepler,CONFIRMED
293.67648,44.615582,5.92972237,1.92,210.95,972.0,5741.0,4.492,0.956,14.746,Kepler,CONFIRMED
293.67648,44.615582,12.2476121,1.9,80.29,763.0,5741.0,4.492,0.956,14.746,Kepler,CONFIRMED
297.95416,44.66748,13.59051547,2.4,64.8,724.0,5442.0,4.409,0.974,15.15,Kepler,CONFIRMED
286.02518,39.630932,46.8776724,2.62,13.01,484.0,5504.0,4.418,0.993,14.632,Kepler,CONFIRMED
294.74332,43.461208,89.1935737,3.81,12.83,483.0,6071.0,4.239,1.295,12.487,Kepler,CONFIRMED
294.45386,44.145973,13.09390911,2.2,75.58,752.0,5772.0,4.487,0.956,12.706,Kepler,CONFIRMED
294.45386,44.145973,4.915385452,1.46,279.43,1042.0,5772.0,4.487,0.956,12.706,Kepler,CONFIRMED
291.24683,44.00042,87.455958,70.11,66.26,728.0,7700.0,4.018,2.111,13.36,Kepler,FALSE
290.12653,41.601082,0.805259257,63.55,12990.09,2723.0,5872.0,3.926,2.022,13.742,Kepler,FALSE
287.25668,46.066769,9.76785911,2.54,74.48,749.0,5371.0,4.513,0.852,13.766,Kepler,CONFIRMED
286.22324,38.258171,40.80957343,3.44,35.68,623.0,6183.0,4.301,1.3,12.988,Kepler,CONFIRMED
292.61411,44.394661,22.08551599,3.34,3.63,352.0,3828.0,4.712,0.565,15.967,Kepler,CONFIRMED
289.07224,47.40707,1.151166776,1.28,199.25,957.0,3951.0,4.73,0.535,14.44,Kepler,CONFIRMED
283.16632,45.403061,4.693305543,17.85,881.73,1389.0,6365.0,4.22,1.47,12.291,Kepler,FALSE
300.10236,45.762138,3.246732048,12.4,1072.7,1459.0,5763.0,4.15,1.457,14.678,Kepler,CONFIRMED
290.32867,37.72311,8.3606759,1.49,176.04,929.0,5771.0,4.374,1.068,13.982,Kepler,FALSE
289.02975,49.769711,62.1385979,5.14,17.88,524.0,5123.0,3.992,1.621,14.52,Kepler,CONFIRMED
289.02975,49.769711,17.1181036,1.22,43.25,654.0,5576.0,4.515,0.929,14.52,Kepler,CANDIDATE
283.34427,48.223911,8.29482811,2.76,139.38,876.0,5773.0,4.478,0.939,14.469,Kepler,CANDIDATE
295.849,46.18129,26.635216,27.64,19.45,536.0,5215.0,4.455,0.882,15.551,Kepler,FALSE
285.41962,39.706108,17.84850835,3.29,146.82,888.0,6188.0,4.152,1.465,13.781,Kepler,CONFIRMED
285.41962,39.706108,26.1363443,2.8,88.29,782.0,6188.0,4.152,1.465,13.781,Kepler,CONFIRMED
285.41962,39.706108,11.1895709,1.81,273.37,1037.0,6188.0,4.152,1.465,13.781,Kepler,CONFIRMED
296.23001,50.27523,2.757977384,1.69,744.97,1332.0,5919.0,4.435,1.0,13.263,Kepler,CONFIRMED
295.03354,46.600151,18.6928606,14.81,18.4,528.0,5190.0,4.66,0.66,16.147,Kepler,FALSE
292.17117,40.811378,14.80075082,17.38,3158.09,1912.0,6327.0,3.092,7.663,12.538,Kepler,CONFIRMED
281.45718,46.746471,3.126861192,5.12,886.72,1391.0,4854.0,3.939,1.749,13.884,Kepler,CONFIRMED
292.09824,47.940819,87.24250316,15.86,5.49,390.0,5671.0,4.501,0.955,14.288,Kepler,FALSE
291.68329,44.75164,10.24061136,3.9,43.85,656.0,5227.0,4.623,0.64,15.408,Kepler,CANDIDATE
282.03549,43.631271,16.87725775,2.54,40.09,642.0,5497.0,4.512,0.872,14.101,Kepler,CONFIRMED
295.31314,46.237492,12.05705659,1.96,53.26,689.0,5365.0,4.537,0.834,13.576,Kepler,CONFIRMED
284.61572,39.131039,28.26727385,2.93,16.84,517.0,5132.0,4.457,0.886,14.907,Kepler,CONFIRMED
291.91281,41.533611,3.770590654,2.13,619.65,1272.0,5714.0,4.274,1.208,14.668,Kepler,CONFIRMED
289.23337,49.938931,2.7073064,1.36,2012.12,1709.0,6045.0,4.069,1.629,11.894,Kepler,CONFIRMED
295.9024,39.918362,23.11707222,4.37,21.26,548.0,5275.0,4.505,0.796,15.462,Kepler,CANDIDATE
295.9024,39.918362,4.77502117,1.73,174.23,926.0,5275.0,4.505,0.796,15.462,Kepler,CANDIDATE
291.95099,38.251701,66.4159789,3.44,4.71,376.0,5383.0,4.603,0.759,15.983,Kepler,CONFIRMED
289.86157,43.472771,8.0103929,1.88,184.38,940.0,5616.0,4.327,1.111,14.601,Kepler,CONFIRMED
296.1398,41.60318,5.69590202,6.61,279.61,1043.0,6106.0,4.497,0.94,14.858,Kepler,CANDIDATE
289.86157,43.472771,27.6666375,2.04,35.27,622.0,5616.0,4.327,1.111,14.601,Kepler,CONFIRMED
289.86157,43.472771,5.19559398,1.18,327.78,1085.0,5616.0,4.327,1.111,14.601,Kepler,CONFIRMED
286.4527,42.657879,57.2488518,3.19,8.17,431.0,5642.0,4.542,0.846,15.99,Kepler,CONFIRMED
286.4527,42.657879,37.0551726,3.19,14.59,498.0,5642.0,4.542,0.846,15.99,Kepler,CONFIRMED
299.89651,46.051971,16.33269981,1.61,28.76,591.0,5208.0,4.563,0.772,12.957,Kepler,CONFIRMED
299.89651,46.051971,10.05550267,0.92,54.96,694.0,5208.0,4.563,0.772,12.957,Kepler,CONFIRMED
283.89941,41.221611,9.30413878,1.67,27.35,583.0,4458.0,4.611,0.658,14.796,Kepler,CONFIRMED
281.34882,44.295238,4.33722007,1.63,231.86,996.0,5390.0,4.499,0.876,13.53,Kepler,CONFIRMED
281.34882,44.295238,1.653889476,0.97,838.03,1373.0,5390.0,4.499,0.876,13.53,Kepler,CONFIRMED
297.94016,40.278629,150.8783198,4.37,7.56,423.0,5504.0,3.999,1.737,12.443,Kepler,CONFIRMED
291.38223,38.127468,3.553831111,1.62,658.37,1292.0,6015.0,4.37,1.081,12.722,Kepler,CONFIRMED
291.38223,38.127468,1.6783263,1.57,1797.15,1659.0,6015.0,4.37,1.081,12.722,Kepler,CONFIRMED
296.75415,49.20874,5.65378163,1.82,256.14,1020.0,5988.0,4.507,0.934,14.377,Kepler,CONFIRMED
299.66046,46.198421,5.99185827,2.75,796.76,1355.0,6157.0,4.049,1.695,12.239,Kepler,CONFIRMED
286.68552,47.098221,120.0183551,4.54,11.84,473.0,6469.0,4.253,1.467,13.256,Kepler,CONFIRMED
286.27386,48.61871,14.30517579,3.05,54.59,693.0,5741.0,4.555,0.846,15.338,Kepler,CONFIRMED
286.27386,48.61871,9.18189122,2.17,98.61,804.0,5741.0,4.555,0.846,15.338,Kepler,CONFIRMED
292.23993,48.51157,2.64622742,0.99,324.38,1082.0,5167.0,4.555,0.787,15.498,Kepler,CANDIDATE
285.21667,41.282429,2.935362067,3.15,258.48,1022.0,4922.0,4.505,0.823,15.622,Kepler,CONFIRMED
292.23395,41.575211,13.53953595,2.32,320.19,1079.0,6109.0,3.985,1.997,13.628,Kepler,CONFIRMED
294.26633,45.204311,22.7082375,1.72,49.67,677.0,6170.0,4.472,0.992,14.574,Kepler,CONFIRMED
287.87939,43.364071,7.97033985,1.81,116.77,839.0,5774.0,4.567,0.818,15.833,Kepler,CONFIRMED
296.97107,41.46701,5.33459393,0.79,36.55,627.0,4275.0,4.704,0.533,14.853,Kepler,FALSE
284.3511,40.852982,8.49640437,2.14,57.43,702.0,5093.0,4.586,0.709,15.888,Kepler,CONFIRMED
292.36957,43.910809,66.1843646,2.72,8.57,436.0,5640.0,4.447,0.978,14.862,Kepler,CONFIRMED
291.66928,42.59071,2.032318856,1.12,247.21,1011.0,4670.0,4.635,0.682,15.13,Kepler,CONFIRMED
297.20154,41.730209,3.62275506,1.62,683.84,1304.0,5794.0,4.282,1.216,14.762,Kepler,CONFIRMED
294.70938,45.969501,2.892216772,1.31,93.66,794.0,4229.0,4.655,0.615,15.068,Kepler,CONFIRMED
281.59415,42.596409,187.746606,2.95,1.2,267.0,5303.0,4.55,0.753,15.206,Kepler,CONFIRMED
295.50269,43.232792,2.543063763,1.26,716.3,1319.0,5579.0,4.389,1.029,14.736,Kepler,CONFIRMED
286.16205,39.678001,3.177414601,2.65,233.26,997.0,5303.0,4.63,0.708,14.708,Kepler,CONFIRMED
288.74994,48.277168,2.168451063,2.41,1389.18,1558.0,6153.0,4.382,1.109,15.141,Kepler,CONFIRMED
297.29242,49.981628,37.8154157,1.21,6.09,401.0,4856.0,4.624,0.705,12.879,Kepler,CONFIRMED
297.29242,49.981628,53.5783052,1.16,3.82,357.0,4856.0,4.624,0.705,12.879,Kepler,CONFIRMED
300.24222,44.141399,6.69332825,2.44,32.54,609.0,4245.0,4.641,0.637,15.673,Kepler,CANDIDATE
300.24222,44.141399,33.1362861,2.05,3.86,357.0,4245.0,4.641,0.637,15.673,Kepler,CONFIRMED
300.24222,44.141399,7.72513619,1.71,26.91,581.0,4245.0,4.641,0.637,15.673,Kepler,CONFIRMED
299.07709,45.440639,10.71253475,2.02,13.09,485.0,4175.0,4.715,0.544,15.813,Kepler,CONFIRMED
283.29214,45.434109,32.5635249,2.05,13.63,490.0,5225.0,4.505,0.859,15.48,Kepler,CONFIRMED
300.1705,43.98497,12.19140405,2.46,80.01,763.0,5516.0,4.399,0.967,15.364,Kepler,CONFIRMED
290.23584,50.03009,6.11784972,1.05,509.24,1211.0,6226.0,4.247,1.333,12.168,Kepler,CONFIRMED
287.52963,38.894508,3.97599629,1.11,181.47,936.0,5143.0,4.561,0.778,14.11,Kepler,CONFIRMED
288.83401,44.838249,7.68478504,1.47,112.06,830.0,5344.0,4.469,0.907,14.776,Kepler,CONFIRMED
299.84909,47.20256,0.990516282,3.52,15469.83,2841.0,5975.0,3.755,2.399,13.405,Kepler,FALSE
293.72586,47.24704,15.0447098,1.51,177.24,931.0,5798.0,4.025,1.525,13.037,Kepler,CONFIRMED
290.37512,41.43375,29.0726293,2.32,33.69,614.0,5799.0,4.37,1.042,14.409,Kepler,CANDIDATE
296.60342,44.129261,1.118547814,0.98,447.97,1174.0,4496.0,4.65,0.658,15.793,Kepler,CONFIRMED
291.87134,44.087379,6.42199919,1.25,236.21,1000.0,5985.0,4.468,0.981,13.862,Kepler,CONFIRMED
293.90057,50.427052,9.75374033,1.87,103.3,813.0,5806.0,4.528,0.899,15.158,Kepler,CONFIRMED
294.56937,45.671261,81.3153052,2.55,5.64,393.0,5325.0,4.39,0.975,15.111,Kepler,CONFIRMED
281.32257,48.066502,51.3283527,3.06,21.06,546.0,6119.0,4.353,1.119,14.955,Kepler,CONFIRMED
287.38208,49.452389,19.7919389,2.58,69.48,736.0,6285.0,4.441,1.039,14.09,Kepler,CONFIRMED
291.88004,45.387932,26.8475962,3.2,96.89,800.0,5508.0,3.897,1.988,12.848,Kepler,CONFIRMED
286.36746,48.423931,62.8917493,2.5,5.13,384.0,5052.0,4.48,0.855,15.481,Kepler,CONFIRMED
293.67422,47.908459,14.87149773,1.59,5.51,391.0,3825.0,4.749,0.524,15.673,Kepler,CONFIRMED
293.67422,47.908459,2.732767897,1.42,52.68,687.0,3825.0,4.749,0.524,15.673,Kepler,CONFIRMED
287.40244,39.190731,119.8401019,26.96,1.0,255.0,4602.0,4.637,0.675,14.945,Kepler,FALSE
290.35815,44.518749,9.61375316,3.27,177.26,931.0,5997.0,4.364,1.11,14.283,Kepler,CONFIRMED
287.52963,38.894508,6.6254781,0.9,111.18,828.0,5211.0,4.5,0.832,14.11,Kepler,CANDIDATE
286.97128,44.708302,29.9685917,1.91,40.76,644.0,6249.0,4.428,1.076,14.456,Kepler,CONFIRMED
290.34851,50.902851,33.2407985,1.51,13.17,486.0,5382.0,4.571,0.827,14.477,Kepler,CONFIRMED
290.13821,38.491184,2.97600846,2.27,3034.68,1892.0,6208.0,3.898,2.088,13.4,Kepler,FALSE
294.61481,40.833172,15.18727049,1.94,91.56,789.0,6136.0,4.414,1.005,14.724,Kepler,CONFIRMED
292.29062,44.653252,28.6853212,2.69,21.09,547.0,5726.0,4.559,0.838,15.658,Kepler,CONFIRMED
292.77338,44.178131,0.588001053,0.99,473.45,1188.0,3814.0,4.687,0.57,14.934,Kepler,CONFIRMED
289.4415,42.498131,85.7357202,2.94,9.54,448.0,6096.0,4.397,1.077,15.301,Kepler,CONFIRMED
290.27969,41.515049,1.078389713,1.98,1817.38,1667.0,5325.0,4.384,0.985,15.143,Kepler,CONFIRMED
294.46854,49.33102,5.03728033,1.55,720.22,1321.0,6387.0,4.271,1.381,12.189,Kepler,CONFIRMED
286.28473,44.781551,3.289726319,1.37,367.18,1116.0,5463.0,4.492,0.91,14.866,Kepler,CONFIRMED
286.28473,44.781551,7.18644594,2.19,129.48,860.0,5463.0,4.492,0.91,14.866,Kepler,CONFIRMED
293.82431,42.779701,15.94248453,2.62,34.06,616.0,5376.0,4.576,0.806,15.886,Kepler,CONFIRMED
286.16205,39.678001,41.0081117,2.64,7.72,425.0,5303.0,4.63,0.708,14.708,Kepler,CONFIRMED
293.32242,42.86747,11.55562042,2.11,57.75,703.0,5420.0,4.555,0.85,14.816,Kepler,CONFIRMED
301.34286,44.672211,12.2885046,3.22,164.61,913.0,5109.0,3.96,1.671,14.414,Kepler,CONFIRMED
295.56799,42.478298,17.13263125,2.31,32.91,611.0,5477.0,4.578,0.794,15.842,Kepler,CONFIRMED
